timestamp_iso,timestamp_unix,bytes,duration,throughput_bytes_per_sec,status
2025-12-06T13:01:22.155935Z,1765026082.1559348,1048576,0.0014157295227050781,740661251.4489727,success
2025-12-06T13:01:24.158245Z,1765026084.158245,1048576,0.0013580322265625,772128952.0898876,success
2025-12-06T13:01:26.159962Z,1765026086.159962,1048576,0.0013222694396972656,793012353.2463037,success
2025-12-06T13:01:28.161608Z,1765026088.161608,1048576,0.0015022754669189453,697991828.4564354,success
2025-12-06T13:01:30.163420Z,1765026090.1634197,1048576,0.0013594627380371094,771316469.8533847,success
2025-12-06T13:01:32.165181Z,1765026092.1651807,1048576,0.0013377666473388672,783825790.6084477,success
2025-12-06T13:01:34.166934Z,1765026094.1669338,1048576,0.005265951156616211,199123761.08588764,success
2025-12-06T13:01:36.173031Z,1765026096.1730313,1048576,0.0014922618865966797,702675588.9285828,success
2025-12-06T13:01:38.174832Z,1765026098.174832,1048576,0.0013811588287353516,759200157.2767133,success
2025-12-06T13:01:40.176539Z,1765026100.176539,1048576,0.0015184879302978516,690539568.3944104,success
2025-12-06T13:01:42.178365Z,1765026102.1783652,1048576,0.0020356178283691406,515114372.3476224,success
2025-12-06T13:01:44.180714Z,1765026104.180714,1048576,0.0015325546264648438,684201386.2949595,success
2025-12-06T13:01:46.182576Z,1765026106.182576,1048576,0.0013012886047363281,805798188.1832173,success
2025-12-06T13:01:48.184188Z,1765026108.1841881,1048576,0.0012247562408447266,856150771.0928558,success
2025-12-06T13:01:50.185727Z,1765026110.1857271,1048576,0.0014369487762451172,729723993.8782147,success
2025-12-06T13:01:52.187530Z,1765026112.1875298,1048576,0.0014338493347167969,731301381.959428,success
2025-12-06T13:01:54.189380Z,1765026114.1893797,1048576,0.002362489700317383,443843628.1263498,success
2025-12-06T13:01:56.192351Z,1765026116.1923513,1048576,0.0013301372528076172,788321654.6162394,success
2025-12-06T13:01:58.194020Z,1765026118.19402,1048576,0.0013163089752197266,796603244.1775041,success
2025-12-06T13:02:00.195659Z,1765026120.1956587,1048576,0.0013766288757324219,761698391.2545896,success
2025-12-06T13:02:02.197355Z,1765026122.197355,1048576,0.0013992786407470703,749368974.4597036,success
2025-12-06T13:02:04.199095Z,1765026124.1990948,1048576,0.0013778209686279297,761039368.5938743,success
2025-12-06T13:02:06.200922Z,1765026126.200922,1048576,0.0013916492462158203,753477216.224773,success
2025-12-06T13:02:08.202631Z,1765026128.202631,1048576,0.0013306140899658203,788039152.6794481,success
2025-12-06T13:02:10.204284Z,1765026130.2042842,1048576,0.0014262199401855469,735213392.0267469,success
2025-12-06T13:02:12.206070Z,1765026132.20607,1048576,0.0013570785522460938,772671558.5214336,success
2025-12-06T13:02:14.207742Z,1765026134.2077417,1048576,0.0014216899871826172,737556013.9366091,success
2025-12-06T13:02:16.209587Z,1765026136.2095866,1048576,0.0014042854309082031,746697200.526995,success
2025-12-06T13:02:18.211314Z,1765026138.2113137,1048576,0.0013380050659179688,783686121.0092659,success
2025-12-06T13:02:20.213006Z,1765026140.213006,1048576,0.0012683868408203125,826700472.0120301,success
2025-12-06T13:02:22.214603Z,1765026142.2146032,1048576,0.0014286041259765625,733986400.3845127,success
2025-12-06T13:02:24.216379Z,1765026144.2163787,1048576,0.001402139663696289,747839910.0669954,success
2025-12-06T13:02:26.218111Z,1765026146.2181113,1048576,0.0014345645904541016,730936764.3516703,success
2025-12-06T13:02:28.219894Z,1765026148.2198942,1048576,0.0014081001281738281,744674316.1368101,success
2025-12-06T13:02:30.221652Z,1765026150.2216523,1048576,0.0014388561248779297,728756671.2682685,success
2025-12-06T13:02:32.223390Z,1765026152.2233899,1048576,0.0015308856964111328,684947284.084099,success
2025-12-06T13:02:34.225221Z,1765026154.225221,1048576,0.0012440681457519531,842860580.8938291,success
2025-12-06T13:02:36.226781Z,1765026156.2267811,1048576,0.001459360122680664,718517645.9898709,success
